Date,totalPositions,gmv
29/4/2024,133.0,266000000.0
30/4/2024,133.0,266000000.0
1/5/2024,126.0,252000000.0
2/5/2024,137.0,274000000.0
3/5/2024,128.0,256000000.0
6/5/2024,131.0,262000000.0
7/5/2024,131.0,262000000.0
8/5/2024,148.0,296000000.0
9/5/2024,145.0,290000000.0
10/5/2024,131.0,262000000.0
13/5/2024,129.0,258000000.0
14/5/2024,125.0,250000000.0
15/5/2024,126.0,252000000.0
16/5/2024,107.0,214000000.0
17/5/2024,110.0,220000000.0
20/5/2024,126.0,252000000.0
21/5/2024,133.0,266000000.0
22/5/2024,124.0,248000000.0
23/5/2024,103.0,206000000.0
24/5/2024,99.0,198000000.0
27/5/2024,97.0,194000000.0
28/5/2024,100.0,200000000.0
29/5/2024,98.0,196000000.0
30/5/2024,103.0,206000000.0
